_idx annulus_median_band6 annulus_rms_band6 area_ellipse area_exact circ1_flux_band3 circ1_flux_band6 circ1_npix circ1_rms_band3 circ1_rms_band6 circ2_flux_band3 circ2_flux_band6 circ2_npix circ2_rms_band3 circ2_rms_band6 circ3_flux_band3 circ3_flux_band6 circ3_npix circ3_rms_band3 circ3_rms_band6 dend_flux_band3 dend_flux_band6 detected_band3 detected_band6 ellipse_flux_band3 ellipse_flux_band6 ellipse_npix ellipse_rms_band3 ellipse_rms_band6 major_fwhm minor_fwhm peak_flux_band3 peak_flux_band6 position_angle radius rejected snr_band3 snr_band6 x_cen y_cen
614 "" "" 5.196016928703433e-10 1.3833333333332227e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.01099683515066573 "" 1 "" "" "" "" "" 3.8410962672332935e-05 1.722395483306384e-05 "" "" 101.8861040109789 1.0922858580948852e-05 1 "" 4.5165502187492885 290.93282291230184 14.507651102938267
616 "" "" 4.1233520532465413e-11 1.2222222222221245e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0034798608993757644 "" 1 "" "" "" "" "" 7.956762120979906e-06 6.598292360895586e-06 "" "" -146.48410754851525 3.0769911028087285e-06 1 "" 3.3437548640077566 290.9329127421085 14.507659413824936
617 "" "" 3.2964791252483036e-10 5.812499999999535e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.01110269306572505 "" 1 "" "" "" "" "" 3.8188472069589203e-05 1.099095829245902e-05 "" "" 84.36143021708412 8.700139117358334e-06 1 "" 3.103826464466754 290.9329363330421 14.50773747979703
618 "" "" 2.410419588579474e-10 7.979166666666029e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.009072741060817097 "" 1 "" "" "" "" "" 2.3689402823636362e-05 1.2955555750202958e-05 "" "" 65.40887136519481 7.4395618070156565e-06 1 "" 2.9833645166440874 290.932872640361 14.507741944437688
619 "" "" 4.1156186239631213e-10 1.1909722222221269e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.03877038962008681 "" 1 "" "" "" "" "" 3.773408777527743e-05 1.3887330807159314e-05 "" "" 89.85055064467188 9.721171256162374e-06 1 "" 2.0619084779615147 290.9329539953935 14.507804870591418
620 "" "" 2.2738351230614092e-10 6.805555555555011e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.013635091084618597 "" 1 "" "" "" "" "" 3.3555493820755676e-05 8.628053879245037e-06 "" "" -154.81350612632718 7.225709834644237e-06 1 "" 1.8653940436003662 290.93283257600604 14.5078051036652
621 "" "" 1.79360305822044e-10 3.833333333333027e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.005305018646842039 "" 1 "" "" "" "" "" 2.3897010263101406e-05 9.556531112764665e-06 "" "" 71.21202831300904 6.41747521500979e-06 1 "" 2.1055209480186674 290.93278381983697 14.507842139072853
622 "" "" 1.1676246925144158e-09 3.087499999999753e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0283144504785167 "" 1 "" "" "" "" "" 4.379755143890748e-05 3.3944620039545354e-05 "" "" -159.37439235838517 1.6373920126744278e-05 1 "" 3.932001584362064 290.9330377630276 14.507864589197396
623 1.7886926798382774e-05 2.395294225659244e-05 4.4233363681998694e-11 1.3888888888887777e-10 0.00198227446526289 0.01295855175703764 112.0 1.1086213881813678e-05 1.4729627395878537e-05 0.007257319055497646 0.034532226622104645 448.0 1.6745823684672704e-05 2.836907238284727e-05 0.01274237409234047 0.05547807738184929 1020.0 1.764208545358328e-05 3.162299502911284e-05 "" 0.020458193759900437 "" 1 0.004344939719885588 0.0239872969686985 254.0 1.485089678063973e-05 2.3104854997784043e-05 8.202733363168047e-06 6.866080388048381e-06 7.147665019147098e-05 0.00014492461923509836 74.88180028896006 3.186955616282558e-06 0 8.85641564403077 6.050389037080049 290.93293355473514 14.507847345535108
624 "" "" 1.0276186644516004e-10 3.0138888888886477e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.01170143439700155 "" 1 "" "" "" "" "" 1.5298914866467832e-05 8.55241700059357e-06 "" "" 173.09820523857573 4.857547141326485e-06 1 "" 3.5762280664417907 290.9328313237277 14.507850471520952
625 "" "" 3.595361920494132e-11 1.0277777777776956e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.01213793315035278 "" 1 "" "" "" "" "" 1.0386578515873041e-05 4.407452274743772e-06 "" "" -141.0067153687028 2.873242881226722e-06 1 "" 4.000154430252673 290.9329218285141 14.507863013970917
627 "" "" 9.4621241869846e-10 2.7506944444442244e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.025236227992550358 "" 1 "" "" "" "" "" 4.828990487308379e-05 2.494880831110255e-05 "" "" 51.561530568838975 1.4739927725008322e-05 1 "" 5.327367627935993 290.93295078239464 14.507976324528258
628 "" "" 1.271806419052664e-09 3.594444444444157e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.027218085392149014 "" 1 "" "" "" "" "" 5.0588727673803515e-05 3.200993322245219e-05 "" "" 84.5184065910606 1.708879887763418e-05 1 "" 4.326953945617517 290.93306971672496 14.508308418123262
629 "" "" 2.0874302784391463e-09 4.899999999999608e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0362649719886478 "" 1 "" "" "" "" "" 7.083874085829701e-05 3.751963959183093e-05 "" "" 109.49690561121754 2.1893087938810776e-05 1 "" 4.411778037392192 290.9330643612286 14.508614649895499
630 "" "" 2.982453842931895e-09 6.447916666666151e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.04648269280207998 "" 1 "" "" "" "" "" 0.00011520366560289392 3.2962864534523134e-05 "" "" 139.01316482388052 2.6169046431366215e-05 1 "" 5.183145158111922 290.9330665768396 14.508871745886495
631 "" "" 2.132401061747542e-09 5.706944444443988e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.04570769073583037 "" 1 "" "" "" "" "" 9.930577839325376e-05 2.734084183780357e-05 "" "" 108.08338999956325 2.2127659363550677e-05 1 "" 4.349200548554369 290.933028571725 14.509135768521102
632 "" "" 1.8321281058975593e-09 5.059722222221818e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0401606260923648 "" 1 "" "" "" "" "" 7.127339087229224e-05 3.2729994202995414e-05 "" "" 107.85395336618711 2.0510627660185008e-05 1 "" 4.854910187637681 290.93280894051065 14.509143507073766
633 -9.694440450402908e-07 2.5422401019387756e-06 2.458444404313528e-10 9.763888888888108e-10 0.0002831688616424799 0.002560870721936226 112.0 9.47539655623147e-07 4.71658678443863e-06 0.0008425584528595209 0.007379557006061077 448.0 1.5707298516678506e-06 6.7306525099089335e-06 0.0014038726221770048 0.011258941143751144 1020.0 1.9024708928839692e-06 7.209859180712693e-06 "" 0.013370537602089113 "" 1 0.001659041503444314 0.012907972559332848 1416.0 1.8676140806469857e-06 6.985142707031077e-06 2.3055259403186064e-05 1.3577127329212008e-05 7.600232038385002e-06 2.9171911592129618e-05 165.55856965491037 7.5133086106770404e-06 0 15.15655092741929 11.474884520105867 290.93329893194374 14.509203339175679
634 -6.308341653493699e-07 1.3901255431470882e-06 1.1080563133529033e-10 3.680555555555261e-10 4.1321640310343355e-05 0.001584525452926755 113.0 5.154348804474293e-07 4.1608399856182025e-06 0.00014896818902343512 0.0035458640195429325 441.0 6.43907666807391e-07 5.01902963134014e-06 0.00024925783509388566 0.004679785575717688 1009.0 5.724023375158524e-07 4.6393488030918115e-06 "" 0.003993446525809867 "" 1 0.00019394789705984294 0.004065597429871559 639.0 6.331911961159466e-07 4.950788984227365e-06 1.4577739387706793e-05 9.678079004700444e-06 2.0165769001323497e-06 2.0890642190352082e-05 71.4940901594317 5.044079796884206e-06 0 6.818732302664779 15.02788168546131 290.9338874141312 14.509272687420035
635 "" "" 1.175167085691695e-09 3.0597222222219773e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.023162511160665714 "" 1 "" "" "" "" "" 4.414869332314747e-05 3.389216229014984e-05 "" "" 179.0796620230177 1.6426719518480944e-05 1 "" 3.8419640595418114 290.93291269881706 14.509301897883583
636 "" "" 4.18365817731451e-10 1.3381944444443375e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.010963037526816518 "" 1 "" "" "" "" "" 2.8203197403061414e-05 1.8887538335102384e-05 "" "" 53.372450897092044 9.801197238206268e-06 1 "" 4.57969934230597 290.93325755185793 14.509316149987386
637 7.39443777320048e-08 1.3853215039956799e-06 2.8609339552646956e-10 1.0604166666665819e-09 0.00012006767065031454 0.001627167221158743 112.0 2.7413779368400015e-07 2.209708821766234e-06 0.00040240102680400014 0.0046307602897286415 448.0 5.265370868634484e-07 4.5466364083543e-06 0.0007945315446704626 0.008078558370471 1020.0 7.637754294140704e-07 5.27743104338261e-06 "" 0.013697243825804195 "" 1 0.0011692781699821353 0.013797292485833168 1648.0 8.121584577830139e-07 4.518258947574421e-06 3.692566493050832e-05 9.86499842154542e-06 3.180784005962778e-06 1.761365456331987e-05 176.12660845655407 8.105036001872342e-06 0 8.614536756799135 12.71448866744423 290.9336483057601 14.509309160794793
638 "" "" 1.0954240857348857e-09 2.178472222222048e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.017352419783778075 "" 1 "" "" "" "" "" 5.057992100694757e-05 2.7575389239589893e-05 "" "" 138.60118317293077 1.5859598007176288e-05 1 "" 3.4379842322425556 290.9331023630267 14.509368711571128
639 "" "" 2.0284289151296705e-09 5.0076388888884886e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.03921136269089811 "" 1 "" "" "" "" "" 0.00010330021750078534 2.5002075897900194e-05 "" "" -136.18328522680807 2.1581465312622565e-05 1 "" 2.646763760702725 290.9332819835495 14.509433133225142
640 "" "" 4.879092120635501e-10 1.4062499999998875e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.04026843759476206 "" 1 "" "" "" "" "" 3.0615131560569375e-05 2.029179192351214e-05 "" "" 92.31192490461643 1.0584504725914557e-05 1 "" 4.8988721891198175 290.9331610512368 14.509490705338974
641 "" "" 4.057878050644966e-10 9.652777777777005e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.00877272250309761 "" 1 "" "" "" "" "" 3.465332462323392e-05 1.4909792407158379e-05 "" "" 142.32930088000765 9.652738207158096e-06 1 "" 2.2180139883712355 290.9329250720323 14.509497143005175
642 "" "" 1.6618442240070758e-10 4.87499999999961e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.011686716619467831 "" 1 "" "" "" "" "" 1.8783292364978614e-05 1.1265127356287183e-05 "" "" 93.45066975105357 6.177264367338423e-06 1 "" 2.142666274336492 290.9331288648032 14.509491388963767
643 "" "" 2.949590064948987e-10 9.152777777777045e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.007259737570138043 "" 1 "" "" "" "" "" 2.949508979981897e-05 1.2732962247410392e-05 "" "" 52.19478848077794 8.229659429887421e-06 1 "" 3.0063086412140185 290.9328649234522 14.509501448789786
644 "" "" 5.862038064970857e-11 1.7638888888887477e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0063103572634209916 "" 1 "" "" "" "" "" 9.75154370396028e-06 7.654076086550024e-06 "" "" -153.9534126659722 3.668811082466944e-06 1 "" 2.0655548856987105 290.93294477946546 14.50956198881477
646 "" "" 4.04972379642301e-11 1.3819444444443339e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0011456803953381134 "" 1 "" "" "" "" "" 8.456624672119804e-06 6.097416484394113e-06 "" "" 72.36640063890991 3.04939535330955e-06 1 "" 1.7819996903941857 290.9331226571656 14.509569379589372
647 1.825884737627348e-06 1.0873014640832293e-05 7.244878208238881e-10 1.6861111111109762e-09 0.01599324494600296 0.010470324195921421 113.0 4.555569802262678e-05 3.069049249674203e-05 0.05626486986875534 0.04606476426124573 441.0 6.615422375261227e-05 5.5731051794571e-05 0.11348326504230499 0.10681815445423126 1009.0 8.167204389074e-05 6.033161509673578e-05 "" 0.25070235935180224 "" 1 0.27995210886001587 0.27854469418525696 4157.0 0.00011499318473333166 5.449315470488659e-05 4.464406550063588e-05 2.0662595069846663e-05 0.0004302329325582832 0.00021888213814236224 54.885913062022475 1.2897827870325936e-05 0 14.224056844264867 20.13076827105307 290.9329733650672 14.509607206990005
648 "" "" 3.0527812623043315e-10 7.333333333332747e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.02683880500773624 "" 1 "" "" "" "" "" 3.2439036348391764e-05 1.1982439790438459e-05 "" "" 53.495571385359675 8.372378925831356e-06 1 "" 1.7876960037932548 290.9329097101395 14.50959081192193
649 "" "" 3.05940706768995e-11 8.888888888888178e-11 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0069455300113030905 "" 1 "" "" "" "" "" 7.7212961782291e-06 5.0450394469866e-06 "" "" 105.33591505736153 2.6504503002633705e-06 1 "" 2.38468982105019 290.9329438967376 14.509601395984433
650 "" "" 1.5724336202971996e-10 3.4027777777775056e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.018899431059356615 "" 1 "" "" "" "" "" 2.0580320579718654e-05 9.728316642919822e-06 "" "" -154.7974210984084 6.008792302699733e-06 1 "" 1.5307983806270393 290.93322516168035 14.509615594445473
651 "" "" 1.0360219298937802e-10 2.951388888888653e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.022585389006366082 "" 1 "" "" "" "" "" 1.523315148414285e-05 8.65957743111054e-06 "" "" 69.4944026960348 4.8773677955660665e-06 1 "" 3.1610399875479547 290.93316437221426 14.509630557688808
652 "" "" 1.79507716357685e-10 5.173611111110698e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.008448231309667788 "" 1 "" "" "" "" "" 2.3999710185495168e-05 9.523457259837869e-06 "" "" 87.17843489492859 6.42011183285525e-06 1 "" 1.1529985878305367 290.93290913648633 14.509656863762439
653 "" "" 5.460878574189072e-10 1.6708333333331996e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.014040522207890987 "" 1 "" "" "" "" "" 2.7826642435464734e-05 2.4987293885762354e-05 "" "" 116.29522499210496 1.1197789316633726e-05 1 "" 4.242230566909625 290.9332960577979 14.509706828551128
654 "" "" 5.736463075065103e-10 1.484027777777659e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.02165029819500289 "" 1 "" "" "" "" "" 4.407329170931425e-05 1.6572431281689076e-05 "" "" 63.20260825960463 1.1476861306535345e-05 1 "" 4.374672053105167 290.93291895583184 14.50972190715673
655 "" "" 6.083495104671921e-10 1.906944444444292e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.022146891146797965 "" 1 "" "" "" "" "" 4.099933587869521e-05 1.8892692386390085e-05 "" "" -145.49626096139988 1.1818915118670053e-05 1 "" 4.019644917636328 290.9329974512413 14.509723739959927
656 "" "" 2.2254368406830966e-10 5.881944444443974e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.004745368758056473 "" 1 "" "" "" "" "" 2.7691416088395367e-05 1.0232638233871333e-05 "" "" 112.19442679785081 7.1483970808525815e-06 1 "" 1.62886104350726 290.9331745086672 14.509712417959035
657 "" "" 3.516423485836254e-10 1.3152777777776726e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.018792791111412025 "" 1 "" "" "" "" "" 2.544880181096882e-05 1.759346352012757e-05 "" "" -139.63015380851493 8.985693859089977e-06 1 "" 5.823834438071597 290.9330683600975 14.509750205544774
658 "" "" 1.523678089511373e-09 3.038888888888646e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.027960448864951793 "" 1 "" "" "" "" "" 6.367807254065001e-05 3.0466377954527965e-05 "" "" 170.46983640187565 1.8704566328728307e-05 1 "" 2.32733810163163 290.9331467751028 14.50979005013664
659 "" "" 2.3237612696341915e-10 7.138888888888318e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.005301772319165063 "" 1 "" "" "" "" "" 1.967743094404398e-05 1.5036287618469075e-05 "" "" 155.7515840807252 7.304605848586978e-06 1 "" 2.905633440512944 290.9332563447172 14.509780208594274
660 -1.5738229421913275e-06 2.4151977640413167e-06 1.1613114658910202e-10 4.340277777777431e-10 8.898890519049019e-05 0.0016268017934635282 112.0 8.866207739092155e-07 3.494654982947001e-06 0.00026528671151027083 0.003567053936421871 448.0 1.13875851382408e-06 4.602006548304448e-06 0.0003518905723467469 0.004974298179149628 1020.0 1.091132069178017e-06 4.2216472934956836e-06 "" 0.004311030965711397 "" 1 0.00032671907683834434 0.004352752584964037 672.0 1.1133338705709149e-06 4.333137343539116e-06 1.4961747438160177e-05 9.8828887583188e-06 3.536237500156858e-06 2.1169715182622895e-05 -144.90066123416034 5.163871055214535e-06 0 5.847722668623316 8.765209829939518 290.933304750173 14.509800929792085
661 "" "" 5.91607515023055e-10 1.6881944444443094e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.00028960637642969414 0.016556436062633368 1 1 "" "" "" "" "" 4.493610729049674e-05 1.6763154457574974e-05 "" "" 60.3128245359528 1.1655150161573586e-05 1 5.205292229706154 5.5707351163255785 290.93318845593853 14.509818093635527
662 "" "" 1.5355389804222696e-09 2.515972222222021e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.019234784819795736 "" 1 "" "" "" "" "" 6.712982329346682e-05 2.9124793451958553e-05 "" "" 162.4712883372759 1.8777226934622742e-05 1 "" 2.747128073756363 290.93294970034987 14.509887298034771
663 "" "" 3.492117264937759e-09 7.206944444443868e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.05748330978106147 "" 1 "" "" "" "" "" 0.00011049659180836847 4.0239951492097574e-05 "" "" 112.02986224417485 2.831688268751266e-05 1 "" 4.807247576891685 290.9333252059929 14.510001872249163
664 6.313196365681506e-08 1.0335223440655128e-06 8.765894915441158e-11 3.062499999999755e-10 4.691998037742451e-05 0.0010066545801237226 113.0 3.5266047792832987e-07 1.243462642787978e-06 0.00013349564687814564 0.002577258041128516 441.0 4.5052344966053e-07 2.3455392595054542e-06 0.00019194580090697855 0.00360845192335546 1009.0 4.794712633085194e-07 2.6548157798254155e-06 "" 0.002658772388256926 "" 1 0.00013632580521516502 0.002816930878907442 503.0 4.2704393290106424e-07 2.293681705483228e-06 1.2800505703254597e-05 8.719400878689658e-06 1.569923483657476e-06 1.1304311556159519e-05 -167.25246672779005 4.486412089217287e-06 0 5.934375915123876 10.9376556985622 290.93143676027046 14.509895357587615
665 "" "" 1.37713846513643e-10 4.388888888888538e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.006134047231039367 "" 1 "" "" "" "" "" 1.718152295472614e-05 1.0205480672047808e-05 "" "" -170.53715849266356 5.62328165367788e-06 1 "" 3.7250765162355255 290.93283914289026 14.509898771665371
666 "" "" 5.783725073278871e-11 1.8958333333331818e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0014246293005087428 "" 1 "" "" "" "" "" 1.0232333589733932e-05 7.196982767518068e-06 "" "" 166.47495987082115 3.6442222262216555e-06 1 "" 3.5005296982596037 290.93313332336675 14.509946157886112
668 -7.644990063226942e-08 1.2235230821196719e-06 7.790946853018843e-11 2.4583333333331367e-10 5.095977758173831e-05 0.0007957022171467543 112.0 4.6320471324868677e-07 1.5110491554256598e-06 0.00014762431965209544 0.0020611267536878586 448.0 6.201157968681963e-07 2.08906665015248e-06 0.00021418399410322309 0.002815563464537263 1020.0 6.14100331008977e-07 2.2910553480571e-06 "" 0.001885456024844728 "" 1 0.00014299988106358796 0.0020508095622062683 442.0 6.434800999034083e-07 2.0832315067539973e-06 1.1777877591449973e-05 8.422494146140229e-06 1.9079891444562236e-06 9.829874215938617e-06 163.40407594702666 4.229569377344245e-06 0 6.845512838688412 8.034073373514962 290.9311895498594 14.509996880858017
669 "" "" 2.3481967032634562e-09 5.316666666666241e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.043550771940935554 "" 1 "" "" "" "" "" 6.061481965063131e-05 4.932568998762783e-05 "" "" -157.00680816439456 2.3220323673268758e-05 1 "" 6.274462144926435 290.9331044869941 14.510038229795809
670 "" "" 9.444288508299356e-10 1.7645833333331922e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.012500755559683857 "" 1 "" "" "" "" "" 4.897565577351654e-05 2.4553109361064892e-05 "" "" -173.46815283628794 1.4726029121823526e-05 1 "" 2.48839009963279 290.9329687766518 14.510017157090092
671 4.4540720409713686e-06 8.272245661312503e-06 1.3299833255995555e-10 4.638888888888518e-10 0.00025998696219176054 0.0033201470505446196 112.0 5.880044467450202e-07 3.515678457514734e-06 0.0008437171345576644 0.009913667105138302 448.0 1.0617567061939754e-06 5.995352591679797e-06 0.0016330786747857928 0.016107209026813507 1020.0 1.263389356995499e-06 7.065467029798626e-06 "" 0.012776885931555976 "" 1 0.0012844051234424114 0.01372239924967289 764.0 1.2512831294675278e-06 6.858458474691135e-06 1.3995478734984571e-05 1.2099737535292715e-05 6.654046046605799e-06 3.534044299158268e-05 149.94883004550118 5.52616859233295e-06 0 3.0968742957776763 4.272170392238501 290.9327806980999 14.509999727736457
672 "" "" 3.6666923844812305e-11 1.1111111111110223e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0022037637770359487 0.002479651696063122 1 1 "" "" "" "" "" 2.9397209263486012e-05 1.5375237300943128e-05 "" "" 112.83081934145315 2.901604863089413e-06 1 1.861531287322029 1.6906445487138926 290.9327841063326 14.510010359177292
673 -9.639313702791696e-07 1.8972426637343338e-06 8.865887627671128e-11 2.87499999999977e-10 8.190322114387527e-05 0.001051505794748664 113.0 3.36731741550418e-07 1.467180238170953e-06 0.00023171445354819298 0.0026338351890444756 441.0 4.855544447668843e-07 2.648506747099734e-06 0.0003640859213192016 0.0036119013093411922 1009.0 5.479480448967759e-07 3.0512849118078017e-06 "" 0.0027162349027913145 "" 1 0.00024553469847887754 0.002960091456770897 509.0 5.358657158898973e-07 2.5094458613664886e-06 1.526489121232182e-05 7.395133547671073e-06 2.2717590582033154e-06 1.2019604582746979e-05 76.60099688795226 4.5119278204162105e-06 0 6.017220587841709 6.335301652498604 290.9325987010882 14.510074365311315
674 "" "" 7.48113126260816e-10 2.440972222222027e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.028596610642306883 "" 1 "" "" "" "" "" 3.585342003988982e-05 2.6567714653462315e-05 "" "" 48.76608009940669 1.3106437764405696e-05 1 "" 5.851570786303336 290.93284355341416 14.510110409791189
675 "" "" 3.0838196724248994e-10 9.229166666665928e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.008329994291994236 "" 1 "" "" "" "" "" 2.3457246901448748e-05 1.6738997630560927e-05 "" "" 55.17241358149939 8.414833349493473e-06 1 "" 5.8282688244540894 290.93257599797306 14.51011858160687
676 -5.517721888281812e-07 2.9220887693107897e-06 5.730161288585192e-10 1.9229166666665127e-09 0.00023105878790374845 0.0016783233731985092 112.0 1.23257920291993e-06 2.9718378701426234e-06 0.0007806645007804036 0.007134819868952036 448.0 1.939842098159999e-06 4.404181900032486e-06 0.001505326945334673 0.014150513336062431 1020.0 2.165116412850589e-06 5.58927784084893e-06 "" 0.02930571467065841 "" 1 0.002823873423039913 0.030580243095755577 3290.0 1.9441509723178707e-06 5.386598086968271e-06 4.287117395283551e-05 1.7018410015503688e-05 7.5819334597326815e-06 2.5661596737336367e-05 78.66205294760029 1.1470555626323388e-05 0 7.000282796212154 8.78193606123368 290.9330629052984 14.51013976942122
678 2.8383107064655633e-07 3.0885181201745047e-06 4.877952209869348e-10 1.0506944444443603e-09 8.09304547146894e-05 0.000667344662360847 112.0 1.1096031804869832e-07 1.8353122084487623e-06 0.00027550559025257826 0.002818784909322858 448.0 2.743885406573087e-07 4.232092424919234e-06 0.0004865004157181829 0.006014553364366293 1020.0 5.096219740695083e-07 4.676037464213277e-06 "" 0.010284827776519036 "" 1 0.0004834023420698941 0.012048635631799698 2804.0 8.001932691697743e-07 4.045063712718428e-06 4.420749758192638e-05 1.4049443485679116e-05 2.1522878341784235e-06 1.9960509234806523e-05 148.45317917365648 1.058326821557718e-05 0 3.352615849340711 6.462811114632131 290.9329102857089 14.510146102123793
679 "" "" 1.0921173323250416e-10 2.923611111110877e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.00388187976324949 "" 1 "" "" "" "" "" 1.6999725085735734e-05 8.17984197729899e-06 "" "" 57.7078139003716 5.007669773486806e-06 1 "" 2.210282134697737 290.93302783988406 14.510171785279564
680 -6.452710294979624e-07 3.439757821281492e-06 1.0896504483384122e-10 3.680555555555261e-10 9.7920790722128e-05 0.0019655865617096424 112.0 1.1814908131059037e-07 2.2436777040056313e-06 0.0003926973440684378 0.005598981399089098 448.0 3.5875176108907366e-07 3.913638873514505e-06 0.0007760568987578154 0.00857600662857294 1020.0 6.795159491049434e-07 4.742267764760687e-06 "" 0.006279333617577899 "" 1 0.0005315103917382658 0.0068543278612196445 632.0 4.3790453251463726e-07 4.254826279563511e-06 1.3146618739689588e-05 1.0553357394336802e-05 3.038656586795696e-06 2.1193141947151162e-05 50.53380652148975 5.002010892404947e-06 0 2.6186136142107093 6.161230833179876 290.9330048203953 14.510180519949786
681 "" "" 3.322391670400291e-10 9.986111111110313e-10 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.007102795795426508 "" 1 "" "" "" "" "" 2.382391972993722e-05 1.7756408368320636e-05 "" "" -151.6582707962343 8.734266657527261e-06 1 "" 4.970906912025547 290.93256715735475 14.510202425281355
682 "" "" 1.5361808453218906e-09 3.965277777777461e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.0290040148492372 "" 1 "" "" "" "" "" 7.284608649388039e-05 2.6850577618046078e-05 "" "" 108.83794162638418 1.878115102375341e-05 1 "" 3.976687976031582 290.9333482309552 14.51031683304566
684 -9.396210316481302e-07 1.796266900358329e-06 1.0428525594881595e-10 3.256944444444184e-10 4.846608862862922e-05 0.0009867057669907808 113.0 3.024184962878841e-07 2.7885861269289535e-06 0.00017170089995488524 0.002520110923796892 441.0 4.835369254306286e-07 2.93812051063445e-06 0.00030694724409841 0.003220591228455305 1009.0 5.051050851471991e-07 3.2414306940292952e-06 "" 0.0027783252177015993 "" 1 0.00022411873214878142 0.002955670701339841 603.0 4.898952583301081e-07 2.9880896416879846e-06 1.5180893871479199e-05 8.746676809613686e-06 2.0810869045817526e-06 1.3241306078271009e-05 113.61726846542426 4.893419945992551e-06 0 6.009575177334261 7.371569378486884 290.93303602986737 14.510398092783998
685 "" "" 6.597005023786482e-10 1.8097222222220774e-09 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.013511543935137734 "" 1 "" "" "" "" "" 4.2688363804065387e-05 1.967681570895468e-05 "" "" 79.99193609707875 1.2307630222534592e-05 1 "" 4.242223677408443 290.93346906038676 14.510469077909574
