_idx _index _name area_ellipse area_exact major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 226.0GHz_detected 93.0GHz_dend_flux 93.0GHz_detected 226.0GHz_snr 226.0GHz_dend_flux 226.0GHz_ellipse_peak 226.0GHz_ellipse_sum 226.0GHz_ellipse_rms 226.0GHz_ellipse_median 226.0GHz_ellipse_npix 93.0GHz_ellipse_peak 93.0GHz_ellipse_sum 93.0GHz_ellipse_rms 93.0GHz_ellipse_median 93.0GHz_ellipse_npix 45.0GHz_ellipse_peak 45.0GHz_ellipse_sum 45.0GHz_ellipse_rms 45.0GHz_ellipse_median 45.0GHz_ellipse_npix 226.0GHz_annulus_peak 226.0GHz_annulus_sum 226.0GHz_annulus_rms 226.0GHz_annulus_median 226.0GHz_annulus_npix 93.0GHz_annulus_peak 93.0GHz_annulus_sum 93.0GHz_annulus_rms 93.0GHz_annulus_median 93.0GHz_annulus_npix 45.0GHz_annulus_peak 45.0GHz_annulus_sum 45.0GHz_annulus_rms 45.0GHz_annulus_median 45.0GHz_annulus_npix 33.0GHz_ellipse_sum 33.0GHz_ellipse_err 33.0GHz_ellipse_peak 2.0GHz_ellipse_sum 2.0GHz_ellipse_err 2.0GHz_ellipse_peak 4.0GHz_ellipse_sum 4.0GHz_ellipse_err 4.0GHz_ellipse_peak 5.0GHz_ellipse_sum 5.0GHz_ellipse_err 5.0GHz_ellipse_peak 6.0GHz_ellipse_sum 6.0GHz_ellipse_err 6.0GHz_ellipse_peak 36.0GHz_ellipse_sum 36.0GHz_ellipse_err 36.0GHz_ellipse_peak 8.0GHz_ellipse_sum 8.0GHz_ellipse_err 8.0GHz_ellipse_peak 13.0GHz_ellipse_sum 13.0GHz_ellipse_err 13.0GHz_ellipse_peak 14.0GHz_ellipse_sum 14.0GHz_ellipse_err 14.0GHz_ellipse_peak 22.0GHz_ellipse_sum 22.0GHz_ellipse_err 22.0GHz_ellipse_peak 25.0GHz_ellipse_sum 25.0GHz_ellipse_err 25.0GHz_ellipse_peak 27.0GHz_ellipse_sum 27.0GHz_ellipse_err 27.0GHz_ellipse_peak 29.0GHz_ellipse_sum 29.0GHz_ellipse_err 29.0GHz_ellipse_peak
39 24 226039 1.1491814555992174e-09 3.0041666666664264e-09 4.3455197724329195e-05 3.367164943478578e-05 -158.3431765341163 1.6244088119568505e-05 1 290.9330377733821 14.507864656380557 1 "" "" 3.9466213425385077 0.027924139283966826 0.0012275588233023882 0.029841592994781965 0.00039900111809474433 0.00043725111754611135 6625.0 0.00021305478003341705 0.0012710749869383434 5.7604887263149805e-05 6.29615897196345e-05 2383.0 0.00016617651526689315 0.0004604388645463206 4.4922153071262054e-05 -1.0226190505107405e-05 597.0 0.000719563802704215 0.003367656387514463 0.0003110404360487266 -0.00015295419143512845 5272.0 0.000402621750254184 0.0017590006428239752 9.965523850008533e-05 -7.618842801093706e-07 3716.0 0.0026338902460040143 0.010075237009657756 0.00023140041012998695 2.995214128868362e-05 2548.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" -3.75427477247e-05 0.00140964 0.0015640410129 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
40 25 w51e8 4.4233363681998694e-11 1.3888888888887777e-10 8.202733363168047e-06 6.866080388048381e-06 74.88180028896005 3.186955616282558e-06 0 290.93293355473514 14.507847345535108 1 "" "" 6.0561211960940495 0.020458193759900437 0.014742456376552582 0.024380826492997113 0.0022454980210281812 0.009149191901087761 257.0 0.008941206149756908 0.005073759172041051 0.0009567443975496165 0.0073524233885109425 87.0 0.0026338902460040143 0.0020544285167106422 0.0005364226333831349 0.001987849162657866 21.0 0.008830161765217781 0.053103034554319126 0.002434306695523343 0.0018018928822129965 2104.0 0.0036945512983947992 0.012511228928298774 0.0007899906271664029 0.0006345475558191538 1796.0 0.0002094571054290365 0.0022184327842234243 6.0969429844360686e-05 -2.9103591911533286e-06 1588.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.00112803423997 6.47237e-05 0.00154803553596 "" "" "" "" "" "" "" "" "" "" "" "" 0.0018613454296 0.00149272 0.00386979919858 0.000704813020743 0.00180991 0.00258449045941
41 26 226041 1.0276186644516004e-10 3.0138888888886477e-10 1.5298914866467832e-05 8.55241700059357e-06 173.09820523857573 4.857547141326485e-06 1 290.9328313237277 14.507850471520952 1 "" "" 3.5762283555860113 0.01170143439700155 0.003216856624931097 0.015359273415472503 0.0002840934126191125 0.0025905920192599297 597.0 0.0007694227970205247 0.001024849694558495 0.00010919473810749064 0.000609728682320565 213.0 0.00014024919333619225 9.264187919950872e-05 5.4853884716648776e-05 1.1344828116977747e-05 53.0 0.003164830384775996 0.02134612878123885 0.0008995109666043609 0.0006024265894666314 2744.0 0.0011051425244659185 0.00507160689449415 0.0003067433578649358 0.00019152977620251477 2208.0 0.0003662357344413627 0.002602732589318248 6.025646588233598e-05 6.554838721147604e-06 1760.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
42 27 226042 3.595361920494132e-11 1.0277777777776956e-10 1.0386578515873041e-05 4.407452274743772e-06 -141.0067153687028 2.873242881226722e-06 1 290.9329218285141 14.507863013970917 1 "" "" 3.8980603332022308 0.01213793315035278 0.008830161765217781 0.01648588766455078 0.00034478623494091023 0.008186186663806438 205.0 0.005301083438098431 0.002319266553181193 0.0005262214619644356 0.0037368086632341146 77.0 0.0005036651838368913 0.00021940116283863728 8.872424430604807e-05 0.00019335174899756408 19.0 0.014742456376552582 0.0741202406077657 0.002265270675778346 0.0032888073474168777 2304.0 0.006452105473726988 0.013905926696948106 0.0007731193458906137 0.0008110258495435119 1924.0 0.00019264069913347502 0.002449874291637508 5.9694714547113374e-05 7.2160028851746084e-06 1640.0 0.00214285907284 0.00134237 0.00423360290006 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 0.000704813020743 0.00180991 0.00258449045941
43 28 226043 2.3238706799957237e-11 8.7499999999993e-11 6.1934339730942775e-06 4.77746987131337e-06 -141.35699043559353 2.3099735678074285e-06 0 290.93283717679753 14.507895609615524 1 "" "" 4.629168737120502 0.0009997186911224316 0.0015014453092589974 0.0010147615665016354 0.000349533676737892 0.0007236058008857071 133.0 0.0007127139833755791 0.00018940773517640654 0.00013824136420557566 0.0005461523542180657 45.0 0.0002292616420439334 8.13201009033054e-05 3.611048899310771e-05 0.00017820639831030012 9.0 0.0006653235759586096 0.0008515333845136889 0.0003243444761948657 -0.00040487005026079714 1924.0 0.0006242228555493057 0.00108602247793508 0.00016316503386536892 9.9297449196456e-06 1700.0 0.00016342347331521327 0.0014453994632275134 5.160628851566193e-05 -1.0944080996359158e-05 1520.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
44 29 226044 9.280246086522615e-10 2.67083333333312e-09 4.7834341197391226e-05 2.4702289552351403e-05 51.63095774836023 1.4597577125761402e-05 1 290.9329507975369 14.507976297180798 1 "" "" 5.293168125291657 0.024861945267822604 0.0013662310084328055 0.02657015482548081 0.0003266138038300981 0.00047854051808826625 5341.0 0.00020103465067222714 0.0007738706419359964 8.566227288338618e-05 1.635049375181552e-05 1921.0 0.00021499128051401196 0.0008788306802151964 7.135295230914672e-05 2.0996832811174014e-05 475.0 0.0006461000302806497 0.0014341803785309093 0.00025811215062388095 -0.00018100152374245226 5696.0 0.0013171166647225618 0.002130037186755716 0.00017308725755132892 -2.5323672161903232e-05 3956.0 0.0002709584724705249 0.0031596970584166985 6.31883736880749e-05 -8.37093611774046e-06 2644.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
45 30 226045 4.301107874663111e-10 1.2590277777776771e-09 3.536231726181084e-05 1.548663744458314e-05 119.41097596250911 9.937821680784052e-06 1 290.9329189204031 14.508185745149174 1 "" "" 3.2892994261042556 0.008968342850641374 0.0008523057913407683 0.010582363374210469 0.00015864613246870365 0.00042144121835008264 2475.0 0.00024489930365234613 6.149596971490495e-05 6.474515235361714e-05 -8.893137419363484e-05 881.0 0.0002519806705895892 0.00031868675174149527 5.146709390659063e-05 1.184221667788678e-05 217.0 0.0005900788819417357 0.00397467221912641 0.00025911468702933285 -0.00011792307486757636 4552.0 0.001192751806229353 0.0024018021325744212 0.00023668663005653765 -2.8142632800154388e-05 3280.0 0.0005174440094256898 0.003790207648856056 7.104197927110748e-05 3.16087245956396e-06 2320.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
46 31 226046 1.2068124443577496e-09 3.043055555555312e-09 5.525483611406176e-05 2.7809104054973152e-05 102.06905934791304 1.6646422841858153e-05 1 290.9327268786135 14.508263923935434 1 "" "" 3.410182120385013 0.021674605092967696 0.000861501379404217 0.026569114197782795 0.00019169434232217415 0.0003875117108691484 6959.0 0.00011402484233258292 0.00021614806835480236 5.407103258967678e-05 -2.574125574028585e-05 2505.0 0.00013019503849525288 0.000660611590391566 3.8251896848855865e-05 7.3419905852518545e-06 629.0 0.0005233754636719823 0.004375037905585099 0.000252626208510809 -0.00010702908912207931 6352.0 0.0001243659935425967 0.0005055047532161438 5.9861588799130236e-05 -2.1234927771729417e-05 4356.0 0.00017190920181190493 0.0026702705101119655 5.7178988485643924e-05 -1.4398402260538664e-05 2852.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
47 32 226047 1.244655185857347e-09 3.469444444444167e-09 5.020952516132882e-05 3.156315813008488e-05 84.67975870682571 1.6905404186431755e-05 1 290.93306983673693 14.508308430324826 1 "" "" 4.295944883987448 0.02663212446152379 0.0009630019194446504 0.03056089407845144 0.00020861606366747766 0.0004442885983735323 7171.0 0.00011865873239003122 0.0002149539551583101 4.821258255819558e-05 -4.2264768126187846e-05 2575.0 0.0002096647074782177 0.0012114111426076246 5.80212637496633e-05 1.3370154942178966e-05 647.0 0.0005559723940677941 0.003041583081172342 0.00022416533392551413 -7.483532681362703e-05 5896.0 9.194306039717048e-05 0.0003302941074591265 5.9068665911276395e-05 -5.307343599270098e-05 4080.0 0.0001702268668384266 0.003529668545096904 5.819645119639031e-05 -1.7564182205009807e-06 2728.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
48 33 226048 2.06246293065918e-09 4.7222222222218446e-09 7.048297898527388e-05 3.725798920841432e-05 109.34395607920528 2.1761764589777386e-05 1 290.9330642389666 14.508614537937817 1 "" "" 4.437455239372427 0.035430725954048545 0.0011600456200540066 0.04381777610559016 0.00025924299041963603 0.0003716048668138683 11879.0 9.272200986742973e-05 0.0003133583526657758 5.7205212660052395e-05 -4.122389145777561e-05 4279.0 0.0001421283816128713 0.0012904724245576525 5.925162075344509e-05 -7.206690230102925e-06 1075.0 0.0005529098561964929 0.00533995583699863 0.00026142136821149495 -6.968482921365649e-05 7736.0 0.00023262073227670044 0.0013129058614237664 8.097992032040966e-05 -1.8133432604372501e-06 5200.0 0.00017107660350793234 0.003039142879875421 5.5561313412535025e-05 -1.1470350551752855e-05 3264.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
49 34 226049 9.707225141719273e-10 2.269444444444263e-09 4.779115312429532e-05 2.58621785276298e-05 100.58750289737978 1.4929614139302998e-05 1 290.9328541022474 14.508720757422122 1 "" "" 4.256873168531318 0.015371365693502108 0.0008655739948153496 0.019345380234557702 0.0001839273274629801 0.00036564437323249876 5605.0 7.879493932705373e-05 9.269339610186393e-05 8.12317347569667e-05 -4.1186791349900886e-05 2011.0 0.00016926738114532767 0.0010140962487502946 5.609817270049696e-05 3.140877994695903e-05 503.0 0.00053549645235762 0.005142673098944587 0.0002033356317059324 1.0496505638002418e-05 5696.0 0.0001847384701250121 0.0008136407237735669 7.924396535485969e-05 -4.098479621461593e-06 3940.0 0.0001348756967782428 0.002040104108215323 5.3809690337857977e-05 -1.725640868331725e-05 2652.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
50 35 226050 2.072407423591232e-09 4.443749999999645e-09 7.537551671497575e-05 3.500760091113145e-05 106.07684190822798 2.1814165404959665e-05 1 290.9326268733009 14.508794799076878 1 "" "" 4.0689646957595125 0.030852390854435297 0.0008120605489239097 0.0385949828770445 0.00021817922235548164 0.00034334618248976767 11941.0 0.00018548920343164355 0.0007327481202529118 7.873103765933697e-05 -2.628524998726789e-05 4299.0 7.017787263080094e-05 0.0002949999758084641 3.8667413562035116e-05 -2.5027182367231464e-05 1077.0 0.0004342214378993958 0.003109707867173296 0.00019957424299360516 -0.00012138866441091523 8160.0 9.625173697713763e-05 0.00045646232545310065 6.350968302647986e-05 -1.9775507098529488e-05 5460.0 0.00012958397859268793 0.0030177494491290596 4.1606872375377667e-05 -1.5850144331138552e-06 3404.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
51 36 226051 2.8316115148321888e-09 6.002083333332853e-09 0.00011129585155770855 3.2394568941750755e-05 139.40099267982814 2.5498689882361977e-05 1 290.93306830459585 14.508873562884931 1 "" "" 4.940968463216669 0.04418926483100117 0.0008935942896641791 0.05533691534606321 0.00025168933693430243 0.000347218505339697 16307.0 0.00013840085011906922 0.0004743388380462442 5.557052325622571e-05 -2.821446832967922e-05 5871.0 0.00014893471445672271 0.0015362461307475365 6.298634977673302e-05 -1.3858703461201228e-05 1473.0 0.0006179873016662896 0.004151259298054425 0.00018085407674964826 -9.379225957673043e-05 11452.0 0.0001519914949312806 0.0019252690864025443 7.123312819545732e-05 8.31170200399356e-06 7400.0 0.0002384717434611752 0.006374596751859232 6.711669369481547e-05 1.8300347752772499e-06 4372.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
52 37 226052 8.656019102944741e-10 2.040972222222059e-09 3.867170194865236e-05 2.8499840713148382e-05 106.54596703946184 1.4098085344017455e-05 1 290.9328886410627 14.509013316500118 1 "" "" 4.551158454257517 0.013957118462475082 0.0008208582876250148 0.01730722182525965 0.00018726041509925062 0.000376521231373772 4989.0 0.00014223638572730124 0.0008036531458101829 5.144258095823889e-05 5.589513239101507e-05 1803.0 0.0001280230288590676 0.0003865711247056794 5.019959589916594e-05 -8.438880804506594e-06 449.0 0.0004456758324522525 0.002443004185497193 0.00018036249361019684 -4.990110028302297e-05 4872.0 0.00025290451594628394 0.0010827317613514428 8.534973791264204e-05 4.7832654672674835e-06 3432.0 0.00022928727821181971 0.0050595216826133625 6.721845190409961e-05 2.374109139426172e-05 2408.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
53 38 226053 2.097364528549989e-09 5.5111111111106705e-09 9.884208255474608e-05 2.7017772719369935e-05 107.95813796187797 2.194512159536523e-05 1 290.9330288090903 14.509136214261344 1 "" "" 4.361896972426844 0.04477570310203473 0.001198875135742128 0.05081901613258407 0.00027198593381432223 0.00041713687824085355 12073.0 0.00010292266961187124 0.00031383063750106905 6.302779239855658e-05 -3.7652698665624484e-05 4343.0 0.0003116503830783761 0.003780855377723841 7.749040435284327e-05 5.5645621496522134e-05 1085.0 0.0005792875890620053 0.00702769048619656 0.00027485177740800825 -0.00012979625898879021 10280.0 0.00016847584629431367 0.0007733331681540824 7.083702580069109e-05 -3.706846837303601e-05 6740.0 0.0003234865669900101 0.007259312156133846 8.255329324637925e-05 2.037796224298149e-06 4036.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
54 39 226054 6.204136153111036e-10 1.6270833333332031e-09 3.597402941048812e-05 2.195885783765305e-05 -148.9642808445294 1.1935529546375639e-05 1 290.9333202617032 14.509082027022943 1 "" "" 4.317223743506769 0.010406437924481341 0.0008103986037895083 0.012953318740095435 0.00014333690701847114 0.0003849725762847811 3573.0 0.00012138789315940812 0.00022350813569217446 4.935317393372604e-05 -4.329100192990154e-06 1283.0 0.00010043609826664315 0.0003491039679916779 4.690947790638679e-05 5.1840272763871145e-06 319.0 0.000591409276239574 0.003067083147285922 0.00018771290346217788 -9.969969596568262e-07 4600.0 0.00023655121913179755 0.0008404988080231999 7.61378535051354e-05 1.7913843066708068e-06 3308.0 0.0001705782351855295 0.0026469789178778552 6.37481455946608e-05 -7.930991857868228e-06 2340.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
55 40 226055 1.7652581019070893e-09 4.802777777777394e-09 6.876378843078712e-05 3.268631264225617e-05 107.09090067122968 2.013284448615727e-05 1 290.9328094334852 14.509144482447718 1 "" "" 4.778406875346236 0.0388598588816484 0.0012096689315512776 0.04433724620241129 0.0002476627841379709 0.00044221989810466766 10175.0 0.000245280796661973 0.001513165471595671 7.095844809823433e-05 4.082071973243728e-05 3653.0 0.00017449862959640513 0.0018964971152431683 6.343873902322338e-05 2.0654046726660053e-05 911.0 0.00046401313738897443 0.0032834018721942387 0.00025315318747603024 -0.00015303136024158448 7588.0 0.000253350124694407 0.0011825195105941403 7.840860987555201e-05 -7.676246127630293e-07 5096.0 0.00022928727821181971 0.005704229930238755 8.329626308799412e-05 2.7127691856781194e-06 3212.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
56 41 226056 4.5661030595732234e-10 1.2986111111110073e-09 4.308467212136037e-05 1.3493991419492407e-05 67.40113719035726 1.023938533495223e-05 1 290.9332107307545 14.509170620023893 1 "" "" 3.8548052665760295 0.009445262351899616 0.0008624792681075633 0.011243497119570494 0.0001574520234150373 0.00043720006942749023 2623.0 0.00018208411347586662 0.00040931743505907294 6.377330372945664e-05 4.111785892746411e-05 937.0 7.605999750260223e-05 0.00011122560293178645 3.7864576930999924e-05 -1.0914315257994e-05 239.0 0.0005801758961752057 0.004811253684991705 0.00022374133282059328 4.797143446921837e-06 5256.0 0.0002302502398379147 0.0015340017529589319 7.405450046090104e-05 3.5834549635183066e-05 3680.0 0.0001777942147917028 0.002322038007435353 6.026097017625897e-05 -1.4842407893228916e-05 2528.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
57 42 226057 2.415814208886118e-10 9.541666666665904e-10 2.291636469889114e-05 1.3422558904800546e-05 165.56172515411373 7.447882180220063e-06 0 290.9332989684769 14.509203403334494 1 "" "" 11.434556583153826 0.013266280046081876 0.0029675127007067204 0.012872775562522532 0.0007116143857156378 0.0007350383093580604 1385.0 0.0009507334907539189 0.0015896277878468116 0.00024950771141984864 0.00034652958856895566 509.0 0.0001777942147917028 0.0001888736048257547 6.246413808997499e-05 -5.851376720724129e-06 129.0 0.0006985976942814887 0.0032680045666489107 0.0002595214496623913 -9.917979332385585e-05 3436.0 0.0002183754404541105 0.0017020794057129682 7.156925745249944e-05 7.56645604269579e-05 2608.0 0.00018734014656588395 0.0031146274644077766 6.504076239256789e-05 8.433714388721938e-06 1976.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
58 43 226058 6.846730184202292e-10 1.5826388888887623e-09 4.4021955438110455e-05 1.9803018632243355e-05 87.60879143461469 1.2538414965440911e-05 1 290.93317817278904 14.509289071745643 1 "" "" 3.5650791970028752 0.010944717252206611 0.0008315481245517731 0.01444215814705861 0.0001750053515107484 0.0003647854900918901 3935.0 0.00010192469926550984 2.3600635917249036e-05 4.708601142090727e-05 -6.250322621781379e-05 1423.0 0.00012379009524618806 0.00040399652824801266 9.539690863947683e-05 -5.3430006708419995e-05 355.0 0.00039878813549876213 0.003101375814320927 0.00023324814922789006 -6.127488450147212e-05 5332.0 0.00015850551426410675 0.0005155256254884916 7.371499842789013e-05 -2.6797011742019095e-05 3740.0 0.00023647042679056788 0.0034695401750177075 8.0253883770421e-05 -7.039110591349028e-06 2556.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
59 44 226059 1.0588859661235348e-10 3.5208333333330516e-10 1.4213894668433584e-05 9.485355492752089e-06 71.81595965921073 4.9308935668391965e-06 0 290.93388731331646 14.509272684710323 1 "" "" 14.959248340683853 0.00391843477556613 0.002125100465491414 0.003998938004696142 0.0005058125037208292 0.0004800307215191424 607.0 0.00025225902209058404 0.00020336842904610433 7.158228384875783e-05 0.0001095963962143287 219.0 9.495651295676318e-05 5.6814298498001505e-05 4.97289603710487e-05 -9.581486995090515e-06 53.0 0.0004094364703632891 0.0009121150113091872 0.00014205930786722045 -6.598410254810005e-05 2660.0 0.00013982508971821517 0.00011130381294376 4.200820999182817e-05 -3.43853171216324e-05 2132.0 0.00015944428750073902 0.0019737337972937892 4.32681779983623e-05 8.071916737338606e-06 1736.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
60 45 226060 1.1589477062017007e-09 2.968055555555318e-09 4.378678697359608e-05 3.370064976346479e-05 178.8890724551836 1.6312966799678345e-05 1 290.9329125339003 14.509301979013445 1 "" "" 3.8745714360478845 0.022733272475530992 0.0009562928462401032 0.02640852471892523 0.0002396760115210701 0.0004124710976611823 6677.0 0.0003435793914832175 0.0009479953512204133 0.0001449323995011862 -2.7911753932130523e-05 2405.0 0.00029242144566360087 0.0021125760533403206 0.00012607760833870194 1.0763340051999295e-05 597.0 0.0007853704155422747 0.0030193677892001386 0.0002468125474066714 -0.00014597699919249862 5308.0 0.00026404650998301804 0.0007922619655479755 0.00010339653308886482 -3.038403701793868e-05 3732.0 0.0005038213829451725 0.004256396065727639 0.00013496082469610746 -5.0212946371332496e-05 2540.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
61 46 226061 4.073239607752766e-10 1.2930555555554522e-09 2.791004774812204e-05 1.8582189773642418e-05 52.37111123123069 9.670991715352404e-06 1 290.93325762962934 14.509316169158238 1 "" "" 4.586464505145793 0.010751620106121266 0.0009165212395600975 0.01182508261181214 0.00020032673914646045 0.0005172229721210897 2339.0 4.52658387075644e-05 3.44692488038996e-06 4.9244413098962045e-05 -7.72645726101473e-05 849.0 8.101073470963745e-05 7.254390365841555e-05 5.925795829685018e-05 -4.466325167382517e-05 213.0 0.0005672716652043164 0.0014053050106974925 0.00019983175243846422 -0.00015642060316167772 3896.0 0.00010297482367604971 0.00012902523004398422 6.811554053303062e-05 -6.907707575010136e-05 2868.0 0.000174288603252855 0.0019005756102867541 6.165633968386397e-05 -1.0202846276190164e-05 2108.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
62 47 226062 2.835804111914779e-10 1.0437499999999165e-09 3.6851061670563794e-05 1.3404756390037785e-05 3.0874993472390053 8.06936102120344e-06 0 290.933650076866 14.509309337230533 1 0.001306575697030481 1 12.780687885958175 0.013618997629924206 0.0017917489167302847 0.01491090819050374 0.00049522260174591 0.0005362314986996353 2241.0 0.00039789281436242163 0.001473151549148265 9.776171437340145e-05 0.0002323087683180347 801.0 1.8576025936276835e-05 3.063164427128537e-06 3.4065007461910755e-05 -4.443590151321924e-05 199.0 0.00046981798368506134 0.0029377365228686666 0.00014038485753463425 8.112907380564138e-06 4700.0 8.23176305857487e-05 0.0003417847239446169 6.128410489544382e-05 -1.0947330338240135e-05 3352.0 0.00014711025100989415 0.002571136947058043 4.775634711166316e-05 3.3208595870264066e-06 2364.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
63 48 226063 1.0758817314335272e-09 2.1166666666664974e-09 5.0101654305270704e-05 2.7341981149337978e-05 138.27434929384242 1.5717493838996e-05 1 290.93310217953666 14.509368593164872 1 "" "" 3.4230343748189695 0.017062570738875064 0.0011422834359109402 0.019133967577056762 0.00033367056915254383 0.00028155132895335555 6187.0 7.595564966322854e-05 3.4989936301770125e-05 5.052792948029753e-05 -6.91886743879877e-05 2223.0 0.00015671547969940062 0.0006243799470080232 0.00011759396074811381 -4.342326781017659e-05 555.0 0.000697042269166559 0.00516616925361266 0.0003337049269250622 -7.56097724661231e-05 5884.0 0.00018944693147204816 0.0011147582659135047 9.136832207622819e-05 -1.4686422218801454e-05 4076.0 0.0005269232012073895 0.007547067285864232 0.00013971170431039708 9.7481933097087e-06 2704.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
65 49 226065 2.1137539655681446e-10 5.451388888888452e-10 3.7380596136140016e-05 7.199887734184334e-06 -142.4376665803241 6.966718295501456e-06 1 290.9333308013747 14.509389244680595 1 "" "" 3.450584591976992 0.0048540798028336675 0.0009883006568998098 0.006613125739486712 0.00013402252293096402 0.0005493140779435635 1213.0 3.055274282814935e-05 5.991476364508193e-06 2.86209918615792e-05 -3.3397220249753445e-05 433.0 7.955072631082905e-05 0.00016285504650473992 2.6699048804842413e-05 2.7063542250515606e-05 109.0 0.001276671071536839 0.006029293757045631 0.00028641542630130647 2.8302159989834763e-05 4728.0 0.00010547988495090976 0.0002499382332143708 5.859916598563461e-05 -3.651398583315313e-05 3364.0 0.000174288603252855 0.002755493431745883 4.970990485052464e-05 2.335071111275472e-06 2376.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
66 50 226066 5.647252185426132e-10 1.5256944444443224e-09 4.736578318310274e-05 1.518063617357408e-05 -150.05763919642663 1.138727013274822e-05 1 290.9332742998471 14.50943297186745 1 "" "" 4.3814278262754645 0.015381435384416409 0.0013549656141549349 0.019734198820765925 0.00019529471310350205 0.0005867746658623219 3255.0 4.723829624708742e-05 1.811539665418817e-05 6.377348770740358e-05 -3.4218424843857065e-05 1167.0 0.00011725043852573472 0.0004350025745524624 3.996639348237788e-05 2.34252096670263e-05 287.0 0.000795239582657814 0.006110160372957107 0.0003092520675632709 -8.287337550427765e-05 5660.0 0.00010297482367604971 0.00016267667854295013 6.606617581524649e-05 -7.195078069344163e-05 3908.0 0.00019548399445820205 0.003580984400667413 6.139872193144691e-05 8.08759933238178e-06 2660.0 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" ""
